process_name;activity;business object;action;executing resource;IT_relatedness;deterministic_following_activity;deterministic_preceding_activity;following_activities_standardization;preceding_activities_standardization;failure_rate;number_of_resources;ef_relative;median_execution_time;et_relative;stability;task_type
BPI_Challenge_2015;treat subcases content;subcases content;treat;missing;0.5075852274894714;False;False;19.0;27.0;1.0161764705882352;9;0.015579203679488009;0.02;0.0010269917660767308;55.964267354051096;Low Automatable User Task
BPI_Challenge_2015;procedure change after completeness;procedure completeness;change;missing;1.0;True;False;1.0;12.0;1.0;8;0.005320827884745434;0.0;0.001362212268649393;282.5070941337603;Low Automatable User Task
BPI_Challenge_2015;article wabo applies;article wabo;applies;missing;0.6314882636070251;False;False;0.0;0.0;;0;0.015985029535103844;0.0;0.0027969506479313;72.61566940869683;Physical or Cognitive Task task
BPI_Challenge_2015;assessment of content completed;assessment of content;completed;missing;0.6459313631057739;False;False;26.0;7.0;1.018739352640545;8;0.013482436758804056;0.0;0.00036752772044493465;56.10938733273427;Physical or Cognitive Task task
BPI_Challenge_2015;completed subcases content;subcases content;completed;missing;0.5075852274894714;False;False;22.0;29.0;1.01620029455081;9;0.015556657798620373;0.02;0.0056097873088603685;62.07071794669957;Low Automatable User Task
BPI_Challenge_2015;grounds for refusal;grounds;refusal;missing;0.5703593492507935;False;False;19.0;14.0;1.015759312320917;9;0.015985029535103844;0.0;0.00843972008154449;486.6910441916719;Physical or Cognitive Task task
BPI_Challenge_2015;phase advice known;phase advice;known;missing;0.617455005645752;False;False;19.0;19.0;1.015759312320917;9;0.015985029535103844;0.0;0.000550494006098767;85.78894982593184;High Automatable User Task
BPI_Challenge_2015;create draft environtmental permit;draft environtmental permit;create;missing;0.573469877243042;False;False;15.0;11.0;1.0704225352112675;7;0.003426973891869963;0.0;0.0011482822708562344;1449.0628156521911;Low Automatable User Task
BPI_Challenge_2015;generate draft decision environmental permit;draft decision environmental permit;generate;missing;0.6472095251083374;False;False;8.0;12.0;1.0719424460431655;7;0.0033593362492672627;0.0;0.00217448860922847;813.930677965426;Low Automatable User Task
BPI_Challenge_2015;phase concept draft decision ready;phase concept draft decision;ready;missing;0.5989518761634827;False;False;17.0;15.0;1.0724637681159421;7;0.0033367903683996884;0.0;0.0001533159466831851;111.76009537960127;High Automatable User Task
BPI_Challenge_2015;dismiss under mandate;mandate;dismiss;missing;0.5772523880004883;False;False;6.0;5.0;1.0666666666666667;4;0.0010822022816431437;0.05;0.00030050111558536273;566.1935740048237;Physical or Cognitive Task task
BPI_Challenge_2015;open draft decision for inspection;draft decision inspection;open;missing;1.0;False;False;10.0;11.0;1.0;5;0.0030662397979889107;0.07;0.002344707151959863;587.0646348690218;Low Automatable User Task
BPI_Challenge_2015;perspective on draft decision environmental permit received;perspective draft decision environmental permit;received;missing;1.0;False;False;13.0;20.0;1.0;7;0.0030211480362537678;0.15;0.019670128920091928;937.201273897986;Automated
BPI_Challenge_2015;final vvgb applications;final vvgb applications;missing;missing;0.8305034041404724;False;True;10.0;1.0;1.0;6;0.0014203904946566276;0.02;0.0007287565880445266;1141.7831650095322;Physical or Cognitive Task task
BPI_Challenge_2015;vvgb positive;vvgb;missing;missing;0.4880226254463196;False;False;5.0;7.0;1.0;6;0.0011272940433782743;0.05;0.005369040527919099;2548.2797204901117;Low Automatable User Task
BPI_Challenge_2015;suspension ground applicable;suspension ground;applicable;missing;0.5570536255836487;False;False;14.0;16.0;1.0;9;0.015353744870812062;0.0;0.0028881261049549397;98.03897577080356;Physical or Cognitive Task task
BPI_Challenge_2015;send design decision to stakeholders;design decision;send;missing;0.686505913734436;False;False;15.0;11.0;1.0234375;6;0.002953510393651087;0.02;0.00142312290134777;595.0647812021879;High Automatable User Task
BPI_Challenge_2015;treat subcase final vvgb;subcase final vvgb;treat;missing;0.6458295583724976;False;False;4.0;6.0;1.0;6;0.0009018352347026197;0.04;0.002753199780726644;3096.060852051102;Low Automatable User Task
BPI_Challenge_2015;publish official draft decision;official draft decision;publish;missing;0.5790662169456482;False;False;3.0;6.0;1.028169014084507;4;0.001645849303332281;0.0;3.255755796499703e-05;28.81848970887198;High Automatable User Task
BPI_Challenge_2015;enter date draft decisionenvironmental permit;date draft decisionenvironmental permit;enter;missing;1.0;False;False;13.0;14.0;1.0218978102189782;6;0.0031564233214591603;0.0;0.012073727715551633;1995.7055588669023;High Automatable User Task
BPI_Challenge_2015;phase draft decision made;phase draft decision;made;missing;0.585548996925354;False;False;12.0;15.0;1.583941605839416;5;0.004892456148261724;0.0;0.00033348615975617826;223.19016157431707;Physical or Cognitive Task task
BPI_Challenge_2015;creating environmental permit decision;environmental permit decision;creating;missing;0.6472095251083374;False;False;24.0;25.0;1.0379008746355685;8;0.01605266717770688;0.0;5.4972484372308005e-05;12.738666592141021;Low Automatable User Task
BPI_Challenge_2015;subcase final vvgb completed;subcase final vvgb;completed;missing;0.6458295583724976;False;False;6.0;3.0;1.0;6;0.0008792893538350544;0.02;4.2487958261233606e-08;0.1699811397299289;Low Automatable User Task
BPI_Challenge_2015;entering senddate draft decision environmental permit;senddate draft decision environmental permit;entering;missing;0.8073615431785583;False;False;14.0;12.0;1.0223880597014925;7;0.003088785678856467;0.0;0.006833390511750793;1590.4964132159655;High Automatable User Task
BPI_Challenge_2015;publication date draft decision;publication date draft decision;missing;missing;0.5359474420547485;False;False;8.0;8.0;1.0;4;0.0013527528520539303;2290.16;0.003035229321623515;2137.7892678709004;Low Automatable User Task
BPI_Challenge_2015;date draft decision for inspection;date draft decision inspection;missing;missing;0.5703593492507935;False;False;24.0;7.0;1.0;5;0.002863326870180816;4320.0;0.0031977733400462565;49.098839588552444;Low Automatable User Task
BPI_Challenge_2015;appeal logded;appeal;logded;missing;0.4470612108707428;False;False;22.0;12.0;1.1967213114754098;6;0.003291698606664562;0.12;0.021283764437672912;754.1722973762508;Physical or Cognitive Task task
BPI_Challenge_2015;contested decision affected;contested decision;missing;missing;0.5359474420547485;False;False;11.0;3.0;1.0;6;0.0014654822563917582;0.0;0.0008192124606658744;1302.972006630835;Physical or Cognitive Task task
BPI_Challenge_2015;new decision or reassessment;decision or;reassessment;missing;1.0;False;False;2.0;2.0;1.0;4;0.0005861929025567027;0.19;0.00036365448689036254;2682.342525094617;Physical or Cognitive Task task
BPI_Challenge_2015;transcript decision environmental permit to stakeholders;decision environmental permit;transcript;missing;0.6754818558692932;False;False;5.0;14.0;1.0468277945619335;7;0.015624295441222623;0.0;0.0017124525511959543;63.4554616894726;Low Automatable User Task
BPI_Challenge_2015;close case;case;close;missing;0.6082472801208496;False;False;11.0;14.0;1.0;10;0.013843170852685282;0.02;0.01858830177802355;861.5409902719692;Low Automatable User Task
BPI_Challenge_2015;set phase;phase;set;missing;1.0;False;False;2.0;4.0;1.0;4;0.0005861929025567027;0.0;4.287425982039403e-06;31.607960042576558;High Automatable User Task
BPI_Challenge_2015;generating decision environmental permit;decision environmental permit;generating;missing;0.6472095251083374;False;False;16.0;27.0;1.0426470588235295;8;0.015985029535103844;0.0;0.008138104582406;155.103573625423;Physical or Cognitive Task task
BPI_Challenge_2015;set phase decision revoked;phase decision;set revoked;missing;1.0;False;False;3.0;5.0;1.0;5;0.0016007575415971501;0.0;0.00039429430003008634;1065.111779771943;Physical or Cognitive Task task
BPI_Challenge_2015;generate publication document decision environmental permit;publication document decision environmental permit;generate;missing;1.0;False;False;8.0;3.0;1.0972222222222223;5;0.007124498354150707;0.08;2.1536755049138354e-05;2.048988787174275;Low Automatable User Task
BPI_Challenge_2015;phase decision taken;phase decision;taken;missing;0.5540521740913391;False;False;8.0;11.0;1.0477064220183485;8;0.012873697975379813;0.0;0.0011644453157683753;80.02199287243948;Physical or Cognitive Task task
BPI_Challenge_2015;register date environmental permit decision;date environmental permit decision;register;missing;0.6472095251083374;False;False;15.0;20.0;1.0887372013651877;4;0.007192135996753426;0.03;0.0069792611605700786;220.87512311449936;Low Automatable User Task
BPI_Challenge_2015;enter senddate decision environmental permit;senddate decision environmental permit;enter;missing;1.0;False;False;17.0;25.0;1.6201780415430267;8;0.02462010190738109;0.0;0.00732329350928873;75.4578886825566;High Automatable User Task
BPI_Challenge_2015;enter date publication decision environmental permit;date publication decision environmental permit;enter;missing;1.0;False;False;15.0;13.0;1.0604534005037782;6;0.009491815845245168;3391.7;0.009579951588098469;12.812465087437904;High Automatable User Task
BPI_Challenge_2015;set phase phase permitting irrevocable;phase phase permitting;set irrevocable;missing;1.0;False;False;0.0;0.0;1.0;8;0.01386571673355274;0.02;0.002870345337548563;73.57130830014398;Low Automatable User Task
BPI_Challenge_2015;register deadline;deadline;register;missing;0.5742507576942444;False;False;10.0;29.0;1.0031948881789137;9;0.014158813184830987;0.12;0.05977626969117611;122.15648428000827;Low Automatable User Task
BPI_Challenge_2015;suspend term;term;suspend;missing;1.0;False;False;8.0;10.0;1.0;6;0.004238625603102295;0.08;0.0021859159410995673;499.75601845437853;Physical or Cognitive Task task
