activity,business object,action,executing resource,org:resource,IT_relatedness,deterministic_following_activity,deterministic_preceding_activity,following_activities_standardization,preceding_activities_standardization,failure_rate,number_of_resources,ef_relative,median_execution_time,et_relative,stability
subcases completeness completed,subcases completeness,completed,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.47501319646835327,False,False,0.0,0.0,1.1833616298811545,9,0.015714478964692954,0.0,0.0022698892460720015,325.91592406332404
procedure change,procedure,change,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",1.0,False,False,0.0,0.0,1.801952580195258,9,0.029129278080894504,0.03,0.035675804690730714,163.54451921303675
request complete,complete,request,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.5542856454849243,False,False,0.0,0.0,1.1767810026385224,9,0.020110925733868475,0.03,0.04092984616390582,243.3958650021435
term for supplying missing data,term missing data,supplying,missing,"20987361, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",1.0,False,False,0.0,0.0,1.0114942528735633,8,0.003968075032691515,0.05,0.002380875665052424,475.6501280375434
enter senddate retrieve missing data,senddate missing data,enter retrieve,missing,"20987361, 4634935, 560429, 560458, 560519, 560521, 560530, 560532, 560598",1.0,False,False,0.0,0.0,1.0470588235294118,9,0.004013166794426651,832.54,0.02681694293410535,1990.17571787028
retrieve missing data,missing data,retrieve,missing,"20987361, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",1.0,False,False,0.0,0.0,1.0467836257309941,8,0.0040357126752942315,0.02,0.0009602005914251425,328.9026045576829
receive additional information,additional information,receive,missing,"20987361, 4634935, 560429, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0127388535031847,8,0.0035847950579429117,0.42,0.022095071844273784,755.1873350340136
enter receipt of additional data,receipt additional data,enter,missing,"20987361, 4634935, 560429, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0075187969924813,8,0.0030211480362537678,526.5250000000001,0.00954723361854136,292.2530602362968
resume completeness subcases,completeness subcases,resume,missing,"20987361, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.589468777179718,False,False,0.0,0.0,1.0,8,0.0016007575415971501,0.0,0.0007648544095157344,1018.6138901773224
send letter in progress,letter,send in progress,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.686505913734436,False,False,0.0,0.0,1.0,9,0.014857735491725558,0.0,0.0008074514288919117,53.48593744805132
phase application receptive,phase application,receptive,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",1.0,False,False,0.0,0.0,1.0,9,0.015939937773368953,0.0,0.0030479291026789647,826.9152609837349
treat subcases content,subcases content,treat,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.5075852274894714,False,False,0.0,0.0,1.0161764705882352,9,0.015579203679488009,0.02,0.0010269917660767308,55.964267354051096
procedure change after completeness,procedure completeness,change,missing,"20987361, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",1.0,False,False,0.0,0.0,1.0,8,0.005320827884745434,0.0,0.001362212268649393,282.5070941337603
article wabo applies,article wabo,applies,missing,missing,0.6314882636070251,False,False,0.0,0.0,,1,,,,
assessment of content completed,assessment of content,completed,missing,"20987361, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.6459313631057739,False,False,0.0,0.0,1.018739352640545,8,0.013482436758804056,0.0,0.00036752772044493465,56.10938733273427
completed subcases content,subcases content,completed,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.5075852274894714,False,False,0.0,0.0,1.01620029455081,9,0.015556657798620373,0.02,0.0056097873088603685,62.07071794669957
grounds for refusal,grounds,refusal,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.5703593492507935,False,False,0.0,0.0,1.015759312320917,9,0.015985029535103844,0.0,0.00843972008154449,486.6910441916719
phase advice known,phase advice,known,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.617455005645752,False,False,0.0,0.0,1.015759312320917,9,0.015985029535103844,0.0,0.000550494006098767,85.78894982593184
create draft environtmental permit,draft environtmental permit,create,missing,"4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.573469877243042,False,False,0.0,0.0,1.0704225352112675,7,0.003426973891869963,0.0,0.0011482822708562344,1449.0628156521911
generate draft decision environmental permit,draft decision environmental permit,generate,missing,"4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.6472095251083374,False,False,0.0,0.0,1.0719424460431655,7,0.0033593362492672627,0.0,0.00217448860922847,813.930677965426
phase concept draft decision ready,phase concept draft decision,ready,missing,"4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.5989518761634827,False,False,0.0,0.0,1.0724637681159421,7,0.0033367903683996884,0.0,0.0001533159466831851,111.76009537960127
dismiss under mandate,mandate,dismiss,missing,"4634935, 560458, 560530, 560532",0.5772523880004883,False,False,0.0,0.0,1.0666666666666667,4,0.0010822022816431437,0.05,0.00030050111558536273,566.1935740048237
open draft decision for inspection,draft decision inspection,open,missing,"4634935, 560458, 560519, 560530, 560532",1.0,False,False,0.0,0.0,1.0,5,0.0030662397979889107,0.07,0.002344707151959863,587.0646348690218
perspective on draft decision environmental permit received,perspective draft decision environmental permit,received,missing,"22445896, 4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0,7,0.0030211480362537678,0.15,0.019670128920091928,937.201273897986
final vvgb applications,final vvgb applications,missing,missing,"4634935, 560458, 560519, 560521, 560530, 560532",0.8305034041404724,False,False,0.0,0.0,1.0,6,0.0014203904946566276,0.02,0.0007287565880445266,1141.7831650095322
vvgb positive,vvgb,missing,missing,"4634935, 560458, 560519, 560521, 560530, 560532",0.4880226254463196,False,False,0.0,0.0,1.0,6,0.0011272940433782743,0.05,0.005369040527919099,2548.2797204901117
suspension ground applicable,suspension ground,applicable,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.5570536255836487,False,False,0.0,0.0,1.0,9,0.015353744870812062,0.0,0.0028881261049549397,98.03897577080356
send design decision to stakeholders,design decision,send,missing,"4634935, 560458, 560519, 560521, 560530, 560532",0.686505913734436,False,False,0.0,0.0,1.0234375,6,0.002953510393651087,0.02,0.00142312290134777,595.0647812021879
treat subcase final vvgb,subcase final vvgb,treat,missing,"4634935, 560458, 560519, 560521, 560530, 560532",0.6458295583724976,False,False,0.0,0.0,1.0,6,0.0009018352347026197,0.04,0.002753199780726644,3096.060852051102
publish official draft decision,official draft decision,publish,missing,"560458, 560519, 560530, 560532",0.5790662169456482,False,False,0.0,0.0,1.028169014084507,4,0.001645849303332281,0.0,3.255755796499703e-05,28.81848970887198
enter date draft decisionenvironmental permit,date draft decisionenvironmental permit,enter,missing,"4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0218978102189782,6,0.0031564233214591603,0.0,0.012073727715551633,1995.7055588669023
phase draft decision made,phase draft decision,made,missing,"4634935, 560458, 560519, 560530, 560532",0.585548996925354,False,False,0.0,0.0,1.583941605839416,5,0.004892456148261724,0.0,0.00033348615975617826,223.19016157431707
creating environmental permit decision,environmental permit decision,creating,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532",0.6472095251083374,False,False,0.0,0.0,1.0379008746355685,8,0.01605266717770688,0.0,5.4972484372308005e-05,12.738666592141021
subcase final vvgb completed,subcase final vvgb,completed,missing,"4634935, 560458, 560519, 560521, 560530, 560532",0.6458295583724976,False,False,0.0,0.0,1.0,6,0.0008792893538350544,0.02,4.2487958261233606e-08,0.1699811397299289
entering senddate draft decision environmental permit,senddate draft decision environmental permit,entering,missing,"22445896, 4634935, 560458, 560519, 560521, 560530, 560532",0.8073615431785583,False,False,0.0,0.0,1.0223880597014925,7,0.003088785678856467,0.0,0.006833390511750793,1590.4964132159655
publication date draft decision,publication date draft decision,missing,missing,"560458, 560519, 560530, 560532",0.5359474420547485,False,False,0.0,0.0,1.0,4,0.0013527528520539303,2290.16,0.003035229321623515,2137.7892678709004
date draft decision for inspection,date draft decision inspection,missing,missing,"4634935, 560458, 560519, 560530, 560532",0.5703593492507935,False,False,0.0,0.0,1.0,5,0.002863326870180816,4320.0,0.0031977733400462565,49.098839588552444
appeal logded,appeal,logded,missing,"4634935, 560458, 560519, 560521, 560530, 560532",0.4470612108707428,False,False,0.0,0.0,1.1967213114754098,6,0.003291698606664562,0.12,0.021283764437672912,754.1722973762508
contested decision affected,contested decision,missing,missing,"4634935, 560458, 560519, 560521, 560530, 560532",0.5359474420547485,False,False,0.0,0.0,1.0,6,0.0014654822563917582,0.0,0.0008192124606658744,1302.972006630835
new decision or reassessment,decision or,reassessment,missing,"560458, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0,4,0.0005861929025567027,0.19,0.00036365448689036254,2682.342525094617
transcript decision environmental permit to stakeholders,decision environmental permit,transcript,missing,"22445896, 4634935, 560458, 560519, 560521, 560530, 560532",0.6754818558692932,False,False,0.0,0.0,1.0468277945619335,7,0.015624295441222623,0.0,0.0017124525511959543,63.4554616894726
close case,case,close,missing,"20987361, 4634935, 560429, 560458, 560519, 560521, 560528, 560530, 560532, 560598",0.6082472801208496,False,False,0.0,0.0,1.0,10,0.013843170852685282,0.02,0.01858830177802355,861.5409902719692
set phase,phase,set,missing,"560458, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0,4,0.0005861929025567027,0.0,4.287425982039403e-06,31.607960042576558
generating decision environmental permit,decision environmental permit,generating,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532",0.6472095251083374,False,False,0.0,0.0,1.0426470588235295,8,0.015985029535103844,0.0,0.008138104582406,155.103573625423
set phase decision revoked,phase decision,set revoked,missing,"560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0,5,0.0016007575415971501,0.0,0.00039429430003008634,1065.111779771943
generate publication document decision environmental permit,publication document decision environmental permit,generate,missing,"560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0972222222222223,5,0.007124498354150707,0.08,2.1536755049138354e-05,2.048988787174275
phase decision taken,phase decision,taken,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532",0.5540521740913391,False,False,0.0,0.0,1.0477064220183485,8,0.012873697975379813,0.0,0.0011644453157683753,80.02199287243948
register date environmental permit decision,date environmental permit decision,register,missing,"560458, 560521, 560530, 560532",0.6472095251083374,False,False,0.0,0.0,1.0887372013651877,4,0.007192135996753426,0.03,0.0069792611605700786,220.87512311449936
enter senddate decision environmental permit,senddate decision environmental permit,enter,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.6201780415430267,8,0.02462010190738109,0.0,0.00732329350928873,75.4578886825566
enter date publication decision environmental permit,date publication decision environmental permit,enter,missing,"4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0604534005037782,6,0.009491815845245168,3391.7,0.009579951588098469,12.812465087437904
set phase phase permitting irrevocable,phase phase permitting,set irrevocable,missing,missing,1.0,False,False,0.0,0.0,,1,,,,
register deadline,deadline,register,missing,"20987361, 4634935, 560429, 560458, 560519, 560521, 560530, 560532, 560598",0.5742507576942444,False,False,0.0,0.0,1.0031948881789137,9,0.014158813184830987,0.12,0.05977626969117611,122.15648428000827
suspend term,term,suspend,missing,"4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0,6,0.004238625603102295,0.08,0.0021859159410995673,499.75601845437853
extend procedure term,procedure term,extend,missing,"4634935, 560458, 560519, 560521, 560528, 560530, 560532",1.0,False,False,0.0,0.0,1.0,7,0.0062903007620507415,0.25,0.02203678670673364,781.0445846261264
registration date publication,registration date,publication,missing,"20987361, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.533574104309082,False,False,0.0,0.0,1.0,8,0.008251792397528941,0.0,0.005500225253064734,270.69617770624365
set decision phase decision permitting decided,decision phase decision permitting decided,set,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0,8,0.006718672498534473,0.0,0.0019746785329459613,162.94271322945073
enter senddate decision,senddate decision,enter,missing,"22445896, 4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0,7,0.008432159444469515,0.0,0.0005962983189327978,232.02748277216878
record date of decision environmental permit,date decision environmental permit,record,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0,8,0.008589980610542407,0.02,0.0039509573761431415,154.47648102228212
start decision phase decision permitting sent,decision phase decision permitting sent,start,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532",0.6540809273719788,False,False,0.0,0.0,1.0,8,0.006718672498534473,0.0,0.004269306353616215,203.89361018874476
calculate provisional charges,provisional charges,calculate,missing,"4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.5266119837760925,False,False,0.0,0.0,1.0,7,0.005478649050818436,0.0,0.0021470539521155664,373.2982632727902
start waboprocedure,waboprocedure,start,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.6540809273719788,False,False,0.0,0.0,1.0216450216450217,9,0.010641655769490851,0.0,5.75964676890718e-06,2.339510354307088
create procedure confirmation,procedure confirmation,create,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",1.0,False,False,0.0,0.0,1.0217391304347827,9,0.008477251206204664,0.0,0.0011998926804847078,106.00915544556712
create subcases completeness,subcases completeness,create,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.573469877243042,False,False,0.0,0.0,1.0,9,0.007800874780177659,0.0,0.026548540454403313,151.7220118433828
ask stakeholders views,stakeholders views,ask,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.6140594482421875,False,False,0.0,0.0,1.0121107266435987,9,0.01318934030752583,0.0,0.002052675945688305,110.03918954194708
coordination of application,application,coordination,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0,8,0.006583397213329124,0.0,0.00036034986212199303,227.015090569133
by law,law,missing,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532",0.5244650840759277,False,False,0.0,0.0,1.0,8,0.013008973260585192,0.0,0.0003301184025737535,66.36507589881988
decision date prior to decision,decision date decision,missing,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532",0.6754818558692932,False,False,0.0,0.0,1.099756690997567,8,0.01019073815213962,0.0,0.006916964377783103,407.0872510352539
set decision status,decision status,set,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",1.0,False,False,0.0,0.0,1.2116564417177915,9,0.008905622942688391,0.0,0.00048212045476361674,85.69556299785191
submit decision,decision,submit,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532",0.5707703232765198,False,False,0.0,0.0,1.0,8,0.008702710014880237,0.02,0.008462151325413052,168.1197342052601
phase decision ready,phase decision,ready,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532",0.5989518761634827,False,False,0.0,0.0,1.0,8,0.006786310141137187,0.0,9.905168183600475e-10,0.00015754502535408237
register objection and appeal periods,objection and appeal periods,register,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0,8,0.009627091130450441,0.03,0.004970362721775592,306.00915999209997
calculate final charges,final charges,calculate,missing,"560458, 560519, 560521, 560530, 560532",0.6458295583724976,False,False,0.0,0.0,1.0,5,0.004103350317896911,0.0,1.5015192317055836e-05,15.823064864925074
creating cover letter decision,cover letter decision,creating,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532",0.5455296635627747,False,False,0.0,0.0,1.0,8,0.006718672498534473,0.0,0.0005877915519668653,258.724650620919
create publication document,publication document,create,missing,"20987361, 4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.6610169491525424,7,0.006628488975064283,0.09,0.022071328999740302,1745.713606825276
phase decision sent,phase decision,sent,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532",0.6117990016937256,False,False,0.0,0.0,1.0,8,0.008702710014880237,0.0,0.00042791911380063495,75.75417161506974
objection lodged against decision,decision,objection lodged,missing,"20987361, 560458, 560519, 560521, 560528, 560530, 560532",0.6672031283378601,False,False,0.0,0.0,1.0,7,0.01170131217026664,64800.0,0.22711494540324442,207.9496298751507
read publication date field,publication date field,read,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",1.0,False,False,0.0,0.0,1.6213592233009708,9,0.007530324209766897,0.0,4.848319163551813e-09,0.0011369772322061278
phase decision irrevocable,phase decision,irrevocable,missing,"20987361, 4634935, 560458, 560519, 560521, 560530, 560532",0.5540521740913391,False,False,0.0,0.0,1.0,7,0.007733237137574932,0.0,9.488108470606772e-09,0.0005239747720950722
phase case handled,phase case,handled,missing,"20987361, 4634935, 560429, 560458, 560519, 560521, 560530, 560532, 560598",0.5540521740913391,False,False,0.0,0.0,1.0,9,0.007936150065383054,0.0,0.002584594737759898,1163.7627903872813
stop all running subcases b,all running subcases b,stop,missing,missing,0.8356830477714539,False,False,0.0,0.0,,1,,,,
phase archived case,phase case,archived,missing,"20987361, 4634935, 560429, 560458, 560519, 560521, 560530, 560532, 560598",1.0,False,False,0.0,0.0,1.0,9,0.007936150065383054,0.0,0.005860823213583498,1220.0068073663135
request further information,further information,request,missing,"4634935, 560458, 560519, 560530, 560532",1.0,False,False,0.0,0.0,1.0,5,0.0013076610903187973,0.07500000000000001,9.048006208470164e-06,29.73007931587376
application submitted through olo,application olo,submitted,missing,"560458, 560521, 560530",1.0,False,False,0.0,0.0,1.0,3,0.0003607340938810479,0.05,3.649272488694913e-09,0.0004928571428571429
send message olo status in progress,message olo status,send in progress,missing,"4634935, 560519, 560530, 560532",1.0,False,False,0.0,0.0,1.0,4,0.0002705505704107859,0.0,2.033166100844308e-09,0.007791375291375292
message request advice,message advice,request,missing,"4634935, 560458, 560519, 560530, 560532",1.0,False,False,0.0,0.0,1.0,5,0.0002480046895432204,0.02,1.8767687084716694e-09,0.0020050505050505053
message change status,message change status,missing,missing,"4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,2.9166666666666665,6,0.0007891058303647925,0.0,2.754627271859292e-05,49.659468414198095
enter date decision procedure term extension,date decision procedure term extension,enter,missing,"4634935, 560458, 560519, 560521, 560532",1.0,False,False,0.0,0.0,1.0,5,0.0017585787076701102,1.3050000000000002,0.0051245093992745945,576.6082099993166
enter senddate decision procedure term extension,senddate decision procedure term extension,enter,missing,"4634935, 560458, 560519, 560521, 560532",1.0,False,False,0.0,0.0,1.0,5,0.0016909410650674118,0.03,0.0030722038547438993,761.6489364635122
date decision for inspection,date decision inspection,missing,missing,"22445896, 4634935, 560458, 560519, 560530, 560532",0.5703593492507935,False,False,0.0,0.0,1.0,6,0.002795689227578117,938.0450000000001,0.003203286400259855,388.1036885943171
register number of days extension period,number of days extension period,register,missing,"4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0,6,0.001826216350272803,0.07,4.2501981894083034e-05,31.545432133412767
creating decision procedure term extension,decision procedure term extension,creating,missing,"4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0,6,0.001826216350272803,0.0,1.981033636720096e-09,0.0008426738141650428
create decision procedure term extension,decision procedure term extension,create,missing,"4634935, 560458, 560519, 560521",1.0,False,False,0.0,0.0,1.0238095238095237,4,0.000969472877305317,0.03,6.145374870962232e-07,0.5006794876708903
phase procedure extended,phase procedure,extended,missing,"4634935, 560458, 560519, 560521",1.0,False,False,0.0,0.0,1.0,4,0.0009018352347026197,0.015,3.7900301418302875e-08,0.02165124501816385
copy decision to extend procedure to stakeholders,decision procedure,copy extend,missing,"4634935, 560458, 560519, 560521, 560532",1.0,False,False,0.0,0.0,1.0,5,0.001375298732921497,0.03,1.4107044792012047e-07,0.17290589218857913
enter senddate procedure term extension,senddate procedure term extension,enter,missing,"4634935, 560458, 560519, 560521",1.0,False,False,0.0,0.0,1.175,4,0.0010596564007755783,0.03,1.683878591212081e-08,0.007180800943971722
reason for suspension found,reason for suspension,found,missing,"560458, 560519, 560521",0.6287044882774353,False,False,0.0,0.0,1.0,3,0.00020291292780808947,0.08,7.40280990563825e-09,0.0461404538341158
register suspension by competent authority,suspension,register,competent authority,"560458, 560519, 560521",0.5927740931510925,False,False,0.0,0.0,1.0,1,0.00020291292780808947,1.55,6.805356227035531e-05,1057.1336046073427
phase procedure term suspended,phase procedure term,suspended,missing,"560519, 560521",1.0,False,False,0.0,0.0,1.0,2,0.00013527528520539296,0.02,1.7725037802232431e-09,0.01607843137254902
send suspension by competent authority,suspension,send,competent authority,"560458, 560519, 560521",0.686505913734436,False,False,0.0,0.0,1.0,1,9.018352347026198e-05,0.2,0.00019162512301761417,9189.057502328787
enter senddate suspension by competent authority,senddate suspension,enter,competent authority,"560458, 560519, 560521",1.0,False,False,0.0,0.0,1.0,1,9.018352347026198e-05,0.01,0.00015014160094266177,7199.991666675925
continuation term to decision,continuation term decision,missing,missing,"560458, 560519, 560521, 560530",1.0,False,False,0.0,0.0,1.0,4,0.000180367046940524,0.16,9.800903255352051e-09,0.04436170212765958
date continuation term to decision,continuation term decision,date,missing,"560519, 560521, 560530",1.0,False,False,0.0,0.0,1.0,3,0.00013527528520539296,720.0,0.002093976587079102,26923.62146587187
investigate bag objects,bag objects,investigate,missing,"22445896, 4634935, 560458, 560519, 560521, 560530, 560532",0.8480201363563538,False,False,0.0,0.0,1.0,7,0.0019389457546106312,0.02,0.0008420186412164375,1465.2773569424598
enter senddate continuation,senddate continuation,enter,missing,"560458, 560521, 560530",1.0,False,False,0.0,0.0,1.0,3,6.763764260269648e-05,0.03,0.00045304133120237954,28967.260000031074
send continuation letter,continuation letter,send,missing,"560458, 560521, 560530",0.686505913734436,False,False,0.0,0.0,1.0,3,6.763764260269648e-05,0.0,7.819869618631955e-10,0.05000000000000001
continue or abort mutation bag objects,mutation bag objects,continue abort,missing,"560458, 560519, 560530, 560532",1.0,False,False,0.0,0.0,1.1232876712328768,4,0.0018487622311403698,0.12,0.004658896480746055,1604.4932000840754
mutation bag carry objects,bag carry objects,mutation,missing,"560458, 560519, 560530, 560532",0.8480201363563538,False,False,0.0,0.0,1.0,4,0.0013302069711863635,0.05,0.0003659778222865223,818.7904766329103
registrer date of publishing received request,date of publishing received request,registrer,missing,"560458, 560519, 560528, 560530, 560532",0.5835991501808167,False,False,0.0,0.0,1.9795918367346939,5,0.00656085133246154,0.55,0.004447481040227468,29.428654316238166
objections and preliminary injunction in system,objections preliminary injunction system,missing,missing,"560458, 560521",1.0,False,False,0.0,0.0,1.0,2,0.0002480046895432204,0.12,0.0014049232495921503,3035.006591028182
phase objection filed,phase objection,filed,missing,"4634935, 560458, 560521",0.6672031283378601,False,False,0.0,0.0,1.0,3,0.0003607340938810479,0.0,1.72037131609903e-09,0.020625000000000008
read field phased application,field phased application,read,missing,"20987361, 4634935, 560458, 560519, 560521, 560530, 560532, 560598",1.0,False,False,0.0,0.0,1.0,8,0.0028407809893132483,0.0,1.563973923726391e-09,0.0001409523809523806
